NOMBRE,TIPO1,TIPO2,DOMICILIO,MAPS,HORARIO,TELEFONO
HES 25 MONTERREY,HOSPITAL,UNIDADES MEDICAS,"EJE METROPOLITANO 36 ESQ EJE METROPOLITANO 10 Y AV. GONZALITOS S/N  MONTERREY, COL. VALLE DE LAS MITRAS, MONTERREY, C.P. 64300, NUEVO LE”N","https://maps.google.com/maps?q=25.7156,-100.35&z=15&iwloc=near&addr",N/D,N/D
UMF 9 SALINAS VICTORIA,CLÕNICA,UNIDADES MEDICAS,"CALLE ZARAGOZA 7  SALINAS VICTORIA, COL. VALLE DE SALINAS, SALINAS VICTORIA, C.P. 65500, NUEVO LE”N","https://maps.google.com/maps?q=25.9672,-100.292&z=15&iwloc=near&addr",N/D,N/D
UMF 35 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"AVENIDA SOLIDARIDAD Y MAGNOLIA S/N  MONTERREY, COL. RESIDENCIAL AZTALN, MONTERREY, C.P. 64250, NUEVO LE”N","https://maps.google.com/maps?q=25.7325,-100.347&z=15&iwloc=near&addr",N/D,N/D
HGSMF 11 MONTEMORELOS,HOSPITAL,UNIDADES MEDICAS,"CALLE JOS… MA. PARAS Y BALLESTEROS S/N  MONTEMORELOS, COL. MONTEMORELOS CENTRO, MONTEMORELOS, C.P. 67500, NUEVO LE”N","https://maps.google.com/maps?q=25.1848,-99.84&z=15&iwloc=near&addr",N/D,N/D
UMF 41 DR. GONZ¡LEZ,CLÕNICA,UNIDADES MEDICAS,"CALLE MATAMOROS 109  DR. GONZALEZ, COL. DR. GONZ¡LEZ, DR. GONZALEZ, C.P. 66750, NUEVO LE”N","https://maps.google.com/maps?q=25.859,-99.9502&z=15&iwloc=near&addr",N/D,N/D
UNIDAD DE MEDICINA FAMILIAR (UMF) 36,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. L¡ZARO C¡RDENAS 6751† S/N MONTERREY, COL. 15 DE SEPTIEMBRE, MONTERREY, C.P. 64760, NUEVO LE”N","https://maps.google.com/maps?q=25.6311,-100.3&z=15&iwloc=near&addr",8:00 - 16:00,(818) 349 64 64
U-1171 CRECE Y APRENDE S.C.,GUARDERÕA,OTROS SERVICIOS,"JUNCO DE LA VEGA 408  MONTERREY, COL. ALTAVISTA, MONTERREY, C.P. 64840, NUEVO LE”N","https://maps.google.com/maps?q=25.6471,-100.2845&z=15&iwloc=near&addr",07:00-16:30,6889865
U-0448 ASOCIACI”N GUARDERÕA INFANTIL SAN NICOL¡S A.C.,GUARDERÕA,OTROS SERVICIOS,"EJERCITO CONSTITUCIONALISTA 285  SAN NICOLAS DE LOS GARZA, COL. CONSTITUYENTES DE QUER…TARO 3ER SECTOR, SAN NICOL¡S DE LOS GARZA, C.P. 66490, NUEVO LE”N","https://maps.google.com/maps?q=25.7232,-100.25521&z=15&iwloc=near&addr",07:00-16:00,6889865
UMF 68 RINC”N DE LA SIERRA,CLÕNICA,UNIDADES MEDICAS,"AVENIDA MAESTRO ISRAEL CAVAZOS 350  GUADALUPE, COL. RINC”N DE LA SIERRA, GUADALUPE, C.P. 67194, NUEVO LE”N","https://maps.google.com/maps?q=25.6792,-100.235&z=15&iwloc=near&addr",LUNES A VIERNES. CON ATENCI”N S¡BADO Y DOMINGO DE 07:00 A 21:30 HORAS EN CONSULTORIOS 1 2 3 4 5.,N/D
HOSPITAL GENERAL DE ZONA CON MEDICINA FAMILIARE (HGZ/MF) 02,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. F…LIX U. G”MEZ Y AV. EZEQUIEL E. CH¡VEZ S/N S/N MONTERREY, COL. CENTRO, MONTERREY, C.P. 64010, NUEVO LE”N","https://maps.google.com/maps?q=25.6704,-100.295&z=15&iwloc=near&addr",8:00 - 21:30,(818) 150 31 32
UNIDAD DE MEDICINA FAMILIAR (UMF) 03,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AVE. FELIX U GOMEZ ESQ. COL”N S/N S/N MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.6842,-100.297&z=15&iwloc=near&addr",8:00 - 20:00,(818) 975 35 95
HOSPITAL GENERAL DE ZONA (HGZ) 04,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"MATAMOROS Y ZUAZUA S/N S/N GUADALUPE, COL. CENTRO, GUADALUPE, C.P. 67100, NUEVO LE”N","https://maps.google.com/maps?q=25.673,-100.262&z=15&iwloc=near&addr",8:00 - 21.30 LUNES A VIERNES Y 8:00 - 7:40 LUNES MI…RCOLES Y VIERNES,(818) 354 2700
UNIDAD DE MEDICINA FAMILIAR (UMF) 05,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. IGNACIO MORONES PRIETO Y LOMA LARGA S/N S/N MONTERREY, COL. LOMA LARGA, MONTERREY, C.P. 64710, NUEVO LE”N","https://maps.google.com/maps?q=25.6663,-100.338&z=15&iwloc=near&addr",8:00 - 20:00,(818) 343 85 50
UNIDAD DE MEDICINA FAMILIAR (UMF) 07,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"BLVD. DIAZ ORDAZ Y MARIA CANT⁄ S/N S/N SAN PEDRO GARZA GARCÕA, COL. LA LEONA, SAN PEDRO GARZA GARCÕA, C.P. 66210, NUEVO LE”N","https://maps.google.com/maps?q=25.6743,-100.407&z=15&iwloc=near&addr",8:00 - 20:00,(818) 336 01 80
UNIDAD DE MEDICINA DE ATENCI”N AMBULATORIA (UMAA) 07,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"BLVD. DÕAZ ORDAZ Y MARÕA CANT⁄† S/N S/N SAN PEDRO GARZA GARCIA, COL. LA LEONA, SAN PEDRO GARZA GARCÕA, C.P. 66210, NUEVO LE”N","https://maps.google.com/maps?q=25.6743,-100.407&z=15&iwloc=near&addr",8:00 - 16:00,(818) 336 14 27
UNIDAD DE MEDICINA FAMILIAR (UMF) 08,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"CARRETERA NACIONAL Y DR. E GONZALEZ S/N S/N EL CERCADO, COL. CENTRO, EL CERCADO, C.P. 67320, NUEVO LE”N","https://maps.google.com/maps?q=25.4072,-100.134&z=15&iwloc=near&addr",8:00 - 16:00,(812) 285 23 13
HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR (HGS/MF) 10,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"ESCOBEDO Y ALDAMA S/N S/N SABINAS HIDALGO, COL. CENTRO, SABINAS HIDALGO, C.P. 65200, NUEVO LE”N","https://maps.google.com/maps?q=26.5031,-100.184&z=15&iwloc=near&addr",8:00 - 21:30,(824) 242 12 27
HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR (HGS/MF) 11,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"JOS… MA. PARAS Y BALLESTEROS S/N S/N MONTEMORELOS, COL. CENTRO, MONTEMORELOS, C.P. 67500, NUEVO LE”N","https://maps.google.com/maps?q=25.1855,-99.84&z=15&iwloc=near&addr",8:00 - 21:30,(826) 263 26 40
HOSPITAL GENERAL DE SUBZONA CON MEDICINA FAMILIAR (HGS/MF) 12,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"EMILIO CARRANZA Y NI—OS H…ROES S/N S/N LINARES, COL. CENTRO, LINARES, C.P. 67700, NUEVO LE”N","https://maps.google.com/maps?q=24.8642,-99.57&z=15&iwloc=near&addr",8:00 - 21:30,(826) 263 34 60
UNIDAD DE MEDICINA FAMILIAR (UMF) 14,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"JUAREZ ENTRE 15 Y 16 S/N S/N CADEREYTA JIMENEZ, COL. CENTRO, CADEREYTA JIMENEZ, C.P. 67450, NUEVO LE”N","https://maps.google.com/maps?q=25.5926,-100.01&z=15&iwloc=near&addr",8:00 - 16:00,(821) 212 07 40
UNIDAD DE MEDICINA FAMILIAR (UMF) 16,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"MORELOS Y ESCOBEDO S/N S/N ALLENDE, COL. CENTRO DE ALLENDE, ALLENDE, C.P. 67350, NUEVO LE”N","https://maps.google.com/maps?q=25.7989,-100.213&z=15&iwloc=near&addr",8:00 - 16:00,(818) 351 01 24
HOSPITAL GENERAL DE ZONA (HGZ) 17,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"F. LOZANO Y ROBLE S/N S/N MONTERREY, COL. BENITO JU¡REZ, MONTERREY, C.P. 64420, NUEVO LE”N","https://maps.google.com/maps?q=25.7012,-100.337&z=15&iwloc=near&addr",8:00 - 21:30 LUNES A VIERNES 7.30 - 22.00 JORNADA ACUMULADA Y DE 8.00 - 8.00 DOM A LUNES,(818) 347 34 00
UNIDAD DE MEDICINA FAMILIAR (UMF) 19,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"ZARAGOZA ESQUINA CON ALLENDE S/N S/N APODACA, COL. CENTRO DE APODACA, APODACA, C.P. 67880, NUEVO LE”N","https://maps.google.com/maps?q=25.7785,-100.186&z=15&iwloc=near&addr",8:00 - 16:00,(818) 386 02 04
UNIDAD DE MEDICINA FAMILIAR (UMF) 20,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AVE. ARTURO B. DE LA GARZA S/N S/N BENITO JUAREZ, COL. CENTRO, BENITO JUAREZ, C.P. 67250, NUEVO LE”N","https://maps.google.com/maps?q=25.644,-100.094&z=15&iwloc=near&addr",8:00 - 16:00,(818) 233 04 74
UNIDAD DE MEDICINA FAMILIAR (UMF) 24,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"HIDALGO 205 S/N GARCÕA, COL. CENTRO, GARCÕA, C.P. 66000, NUEVO LE”N","https://maps.google.com/maps?q=25.8072,-100.587&z=15&iwloc=near&addr",8:00 - 16:00,(818) 283 01 51
UNIDAD DE MEDICINA FAMILIAR (UMF) 26,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"ENF. MARIA DE JESUS CANDIA Y AV. LINCOLN† S/N S/N MONTERREY, COL. VALLE VERDE, MONTERREY, C.P. 64360, NUEVO LE”N","https://maps.google.com/maps?q=25.7292,-100.369&z=15&iwloc=near&addr",8:00 - 20:00,(818) 399 43 00
UNIDAD DE MEDICINA FAMILIAR (UMF) 27,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"CARDENAL Y GORRION S/N S/N GUADALUPE, COL. FRACC. EXPOSICI”N, GUADALUPE, C.P. 67100, NUEVO LE”N","https://maps.google.com/maps?q=25.6779,-100.237&z=15&iwloc=near&addr",8:00 - 16:00,(818) 337 12 30
UNIDAD DE MEDICINA FAMILIAR (UMF) 28,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. PENITENCIARIA Y AV. FIDEL VEL¡ZQUEZ† S/N S/N MONTERREY, COL. FRACC. BERNARDO REYES, MONTERREY, C.P. 64280, NUEVO LE”N","https://maps.google.com/maps?q=25.7212,-100.332&z=15&iwloc=near&addr",8:00 - 20:00,(818) 371 27 80
UNIDAD DE MEDICINA FAMILIAR (UMF) 31,M”DULOS DE ATENCI”N,M”DULOS DE ATENCI”N,"AV. JU¡REZ Y CARRETERA A LAREDO S/N S/N SAN NICOLAS DE LOS GARZA, COL. ITURBIDE, SAN NICOLAS DE LOS GARZA, C.P. 66460, NUEVO LE”N","https://maps.google.com/maps?q=25.7518,-100.299&z=15&iwloc=near&addr",8:00 - 20:00,(818) 360 74 85
HTO 21 MONTERREY,HOSPITAL,UNIDADES MEDICAS,"AVENIDA PINO SUAREZ Y 15 DE MAYO S/N  MONTERREY, COL. MONTERREY CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.6718,-100.32&z=15&iwloc=near&addr",N/D,N/D
UMF 37 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"CALLE REFORMA 2913  MONTERREY, COL. MITRAS CENTRO, MONTERREY, C.P. 64460, NUEVO LE”N","https://maps.google.com/maps?q=25.6873,-100.342&z=15&iwloc=near&addr",N/D,N/D
UMF 15 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"CALLE ISAAC GARZA 200 S/N MONTERREY, COL. CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.7034,-100.284&z=15&iwloc=near&addr",N/D,N/D
HGZ 17 MONTERREY,HOSPITAL,UNIDADES MEDICAS,"CALLE FORTUNATO LOZANO Y ROBLE 2627  MONTERREY, COL. BENITO JU¡REZ, MONTERREY, C.P. 64420, NUEVO LE”N","https://maps.google.com/maps?q=25.7012,-100.337&z=15&iwloc=near&addr",N/D,N/D
UMF 3 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"AVENIDA F…LIX URESTI G”MEZ Y COL”N S/N  MONTERREY, COL. MONTERREY CENTRO, MONTERREY, C.P. 64000, NUEVO LE”N","https://maps.google.com/maps?q=25.6842,-100.297&z=15&iwloc=near&addr",N/D,N/D
HPSIQ 22 MONTERREY,HOSPITAL,UNIDADES MEDICAS,"CALLE RAYONES 965  MONTERREY, COL. NOGALES TOPO CHICO, MONTERREY, C.P. 64260, NUEVO LE”N","https://maps.google.com/maps?q=25.7324,-100.323&z=15&iwloc=near&addr",N/D,N/D
UMF 39 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"CALLE ESTORNINO Y PROLONG. RUIZ CORTINES 5360  MONTERREY, COL. VALLE VERDE 2O. SECTOR, MONTERREY, C.P. 64117, NUEVO LE”N","https://maps.google.com/maps?q=25.7396,-100.382&z=15&iwloc=near&addr",N/D,N/D
UMF 36 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"AVENIDA L¡ZARO C¡RDENAS 6751  MONTERREY, COL. 15 DE SEPTIEMBRE, MONTERREY, C.P. 64760, NUEVO LE”N","https://maps.google.com/maps?q=25.6311,-100.3&z=15&iwloc=near&addr",N/D,N/D
UMF 5 MONTERREY,CLÕNICA,UNIDADES MEDICAS,"AVENIDA IGNACIO MORONES PRIETO Y LOMA LARGA 2292  MONTERREY, COL. LOMA LARGA, MONTERREY, C.P. 64710, NUEVO LE”N","https://maps.google.com/maps?q=25.6663,-100.338&z=15&iwloc=near&addr",N/D,N/D
HGSMF 10 SABINAS HGO.,HOSPITAL,UNIDADES MEDICAS,"CALLE ESCOBEDO Y ALDAMA 415  CIUDAD SABINAS HIDALGO, COL. SABINAS HIDALGO CENTRO, SABINAS HIDALGO, C.P. 65200, NUEVO LE”N","https://maps.google.com/maps?q=26.5032,-100.1847&z=15&iwloc=near&addr",N/D,N/D
UMFH 13 GRAL. TERAN,CLÕNICA,UNIDADES MEDICAS,"CALLE REFORMA Y GUILLERMO PRIETO S/N  CIUDAD GENERAL TER¡N, COL. GENERAL TER¡N, GRAL. TER¡N, C.P. 67400, NUEVO LE”N","https://maps.google.com/maps?q=25.2602,-99.6802&z=15&iwloc=near&addr",N/D,N/D
UMFH 14 CADEREYTA,CLÕNICA,UNIDADES MEDICAS,"CALLE JU¡REZ S/N  CADEREYTA JIM…NEZ, COL. CADEREYTA JIMENEZ CENTRO, CADEREYTA JIM…NEZ, C.P. 67480, NUEVO LE”N","https://maps.google.com/maps?q=25.5893,-99.9845&z=15&iwloc=near&addr",N/D,N/D
UMFH 16 ALLENDE,CLÕNICA,UNIDADES MEDICAS,"CALLE MORELOS Y ESCOBEDO S/N  CIUDAD DE ALLENDE, COL. SECCION CENTRO, ALLENDE, C.P. 67350, NUEVO LE”N","https://maps.google.com/maps?q=25.2777,-100.018&z=15&iwloc=near&addr",N/D,N/D
UMF 19 APODACA,CLÕNICA,UNIDADES MEDICAS,"CALLE MORELOS 420  CIUDAD APODACA, COL. APODACA CENTRO, APODACA, C.P. 66600, NUEVO LE”N","https://maps.google.com/maps?q=25.7787,-100.1862&z=15&iwloc=near&addr",N/D,N/D
UMF 66 PUEBLO NUEVO,CLÕNICA,UNIDADES MEDICAS,"AVENIDA RIO PILON 1000  CIUDAD APODACA, COL. PUEBLO NUEVO V, APODACA, C.P. 66646, NUEVO LE”N","https://maps.google.com/maps?q=25.7565,-100.1602&z=15&iwloc=near&addr",N/D,N/D
HGZ 67 APODACA,HOSPITAL,UNIDADES MEDICAS,"CARRETERA MIGUEL ALEMAN S/N  CIUDAD APODACA, COL. APODACA CENTRO, APODACA, C.P. 66600, NUEVO LE”N","https://maps.google.com/maps?q=25.7817,-100.189&z=15&iwloc=near&addr",N/D,N/D
UMF 58 S. PEDRO GARZA,CLÕNICA,UNIDADES MEDICAS,"BOULEVARD DÕAZ ORDAZ 336  SAN PEDRO GARZA GARCIA, COL. ZONA INDUSTRIAL, SAN PEDRO GARZA GARCÕA, C.P. 66217, NUEVO LE”N","https://maps.google.com/maps?q=25.6749,-100.4096&z=15&iwloc=near&addr",N/D,N/D
UMF-UMAA 7 SAN PEDRO GARZA,CLÕNICA,UNIDADES MEDICAS,"BOULEVARD DÕAZ ORDAZ Y MARÕA CANT⁄ S/N  SAN PEDRO GARZA GARCÕA, COL. ZONA INDUSTRIAL, SAN PEDRO GARZA GARCÕA, C.P. 66217, NUEVO LE”N","https://maps.google.com/maps?q=25.6743,-100.4067&z=15&iwloc=near&addr",N/D,N/D
UMF 45 HIDALGO,CLÕNICA,UNIDADES MEDICAS,"CALLE MORELOS Y PRIVADA MORELOS S/N  HIDALGO, COL. MORELOS, HIDALGO, C.P. 65600, NUEVO LE”N","https://maps.google.com/maps?q=25.9729,-100.454&z=15&iwloc=near&addr",N/D,N/D
HGZ 4 VILLA GUADALUPE,HOSPITAL,UNIDADES MEDICAS,"CALLE MATAMOROS Y ZUAZUA S/N  GUADALUPE, COL. CIUDAD GUADALUPE CENTRO, GUADALUPE, C.P. 67100, NUEVO LE”N","https://maps.google.com/maps?q=25.673,-100.262&z=15&iwloc=near&addr",N/D,N/D
UMF 27 V. GUADALUPE,CLÕNICA,UNIDADES MEDICAS,"CALLE CARDENAL Y GORRION S/N  GUADALUPE, COL. CIUDAD GUADALUPE CENTRO, GUADALUPE, C.P. 67100, NUEVO LE”N","https://maps.google.com/maps?q=25.662,-100.238&z=15&iwloc=near&addr",N/D,N/D
UMF 32 V. GUADALUPE,CLÕNICA,UNIDADES MEDICAS,"CALLE ARTEAGA Y JIM…NEZ S/N  GUADALUPE, COL. PARAISO, GUADALUPE, C.P. 67140, NUEVO LE”N","https://maps.google.com/maps?q=25.6753,-100.267&z=15&iwloc=near&addr",N/D,N/D
UMF 30 PINO,CLÕNICA,UNIDADES MEDICAS,"AVENIDA MARGARITA MAZA DE JU¡REZ Y LOS PINOS S/N  GUADALUPE, COL. CHULAVISTA, GUADALUPE, C.P. 67188, NUEVO LE”N","https://maps.google.com/maps?q=25.7657,-100.266&z=15&iwloc=near&addr",N/D,N/D
UMF 29 V. GUADALUPE,CLÕNICA,UNIDADES MEDICAS,"AVENIDA PABLO LIVAS 5501  GUADALUPE, COL. RESIDENCIAL GUADALUPE, GUADALUPE, C.P. 67190, NUEVO LE”N","https://maps.google.com/maps?q=25.6627,-100.2002&z=15&iwloc=near&addr",N/D,N/D
UMF 44 CI…NEGA FLORES,CLÕNICA,UNIDADES MEDICAS,"CALLE INDEPENDENCIA 680  CI…NEGA DE FLORES, COL. CIENEGA DE FLORES CENTRO, CI…NEGA DE FLORES, C.P. 65550, NUEVO LE”N","https://maps.google.com/maps?q=25.9581,-100.17&z=15&iwloc=near&addr",N/D,N/D
UMF 48 CD. AN¡HUAC,CLÕNICA,UNIDADES MEDICAS,"CARRETERA MONTERREYCOLOMBIA KM 1.5 S/N  AN¡HUAC, COL. ANAHUAC Y RODRIGUEZ CENTRO, AN¡HUAC, C.P. 65030, NUEVO LE”N","https://maps.google.com/maps?q=27.2377,-100.142&z=15&iwloc=near&addr",N/D,N/D
UMF 20 V. JU¡REZ,CLÕNICA,UNIDADES MEDICAS,"AVENIDA ARTURO BONIFACIO DE LA GARZA S/N  CIUDAD BENITO JU¡REZ, COL. BENITO JU¡REZ CENTRO, JU¡REZ, C.P. 67250, NUEVO LE”N","https://maps.google.com/maps?q=25.6436,-100.093&z=15&iwloc=near&addr",N/D,N/D
UMF 47 LAMPAZOS,CLÕNICA,UNIDADES MEDICAS,"CALLE ZUAZUA Y NIGROMANTE 904  LAMPAZOS DE NARANJO, COL. LAMPAZOS DE NARANJO, LAMPAZOS DE NARANJO, C.P. 65070, NUEVO LE”N","https://maps.google.com/maps?q=27.0248,-100.507&z=15&iwloc=near&addr",N/D,N/D
UMF 46 VILLA ALDAMA,CLÕNICA,UNIDADES MEDICAS,"CALLE GUERRERO S/N  CIUDAD DE VILLALDAMA, COL. VILLALDAMA, VILLALDAMA, C.P. 65350, NUEVO LE”N","https://maps.google.com/maps?q=26.4933,-100.431&z=15&iwloc=near&addr",N/D,N/D
HGZMF 6 S. NICOLAS GARZA,HOSPITAL,UNIDADES MEDICAS,"AVENIDA JU¡REZ Y CARRETERA A LAREDO S/N  SAN NICOL¡S DE LOS GARZA, COL. ITURBIDE, SAN NICOL¡S DE LOS GARZA, C.P. 66420, NUEVO LE”N","https://maps.google.com/maps?q=25.7525,-100.2982&z=15&iwloc=near&addr",N/D,N/D
UMF 31 S. NICOLAS GARZA,CLÕNICA,UNIDADES MEDICAS,"CALLE BENITO JU¡REZ Y CARRETERA A LAREDO S/N  SAN NICOL¡S DE LOS GARZA, COL. ITURBIDE, SAN NICOL¡S DE LOS GARZA, C.P. 66420, NUEVO LE”N","https://maps.google.com/maps?q=25.7362,-100.271&z=15&iwloc=near&addr",N/D,N/D
UMAA 65 STO DOMINGO (AUT),HOSPITAL,UNIDADES MEDICAS,"AVENIDA DIEGO DÕAZ DE BERLANGA 194  SAN NICOL¡S DE LOS GARZA, COL. BALCONES DE SANTO DOMINGO, SAN NICOL¡S DE LOS GARZA, C.P. 66446, NUEVO LE”N","https://maps.google.com/maps?q=25.7405,-100.266&z=15&iwloc=near&addr",N/D,N/D
UMF 8 EL CERCADO,CLÕNICA,UNIDADES MEDICAS,"CARRETERA NACIONAL Y DR. E. GONZ¡LEZ S/N  SANTIAGO, COL. EL CERCADO CENTRO, SANTIAGO, C.P. 67320, NUEVO LE”N","https://maps.google.com/maps?q=25.4269,-100.152&z=15&iwloc=near&addr",N/D,N/D
UMF 53 GALEANA,CLÕNICA,UNIDADES MEDICAS,"CARRETERA GALEANA LINARES KM 1 S/N  GALEANA, COL. GALEANA, GALEANA, C.P. 67850, NUEVO LE”N","https://maps.google.com/maps?q=24.8194,-100.0725&z=15&iwloc=near&addr",N/D,N/D
UMF 55 DR. ARROYO,CLÕNICA,UNIDADES MEDICAS,"CARRETERA LINARES ENTRE GRAL. MARTÕNEZ Y GRAL PORFIRIO DÕAZ S/N  DOCTOR ARROYO, COL. DOCTOR ARROYO CENTRO, DR. ARROYO, C.P. 67900, NUEVO LE”N","https://maps.google.com/maps?q=23.6739,-100.1745&z=15&iwloc=near&addr",N/D,N/D
UMF 24 VILLA GARCÕA,CLÕNICA,UNIDADES MEDICAS,"CALLE LERDO DE TEJADA 112  GARCÕA, COL. CENTRO VILLA DE GARCIA (CASCO), GARCÕA, C.P. 66000, NUEVO LE”N","https://maps.google.com/maps?q=25.811,-100.605&z=15&iwloc=near&addr",N/D,N/D
UMF 50 CERRALVO,CLÕNICA,UNIDADES MEDICAS,"CALLE GENERAL CALLES S/N  CIUDAD CERRALVO, COL. CIUDAD CERRARLVO, CERRALVO, C.P. 65900, NUEVO LE”N","https://maps.google.com/maps?q=26.0815,-99.6195&z=15&iwloc=near&addr",N/D,N/D
UMF 49 AGUALEGUAS,CLÕNICA,UNIDADES MEDICAS,"CARRETERA NOGALAR KM 1 S/N  AGUALEGUAS, COL. JARDIN AGUALEGUAS, AGUALEGUAS, C.P. 65800, NUEVO LE”N","https://maps.google.com/maps?q=26.3098,-99.5388&z=15&iwloc=near&addr",N/D,N/D
UMF 54 ARAMBERRI,CLÕNICA,UNIDADES MEDICAS,"CARRETERA A LAMPACITOS KM 1. S/N  ARAMBERRI, COL. ARAMBERI CENTRO, ARAMBERRI, C.P. 67940, NUEVO LE”N","https://maps.google.com/maps?q=24.1029,-99.8191&z=15&iwloc=near&addr",N/D,N/D
UMF 56 LA ASCENCI”N,CLÕNICA,UNIDADES MEDICAS,"CALLE BERNARDO REYES ENTRE GRAL L¡ZARO C¡RDENAS Y FCO I MADERO S/N  LA ASCENCI”N, COL. LA ASCENCION, ARAMBERRI, C.P. 67950, NUEVO LE”N","https://maps.google.com/maps?q=24.3246,-99.9138&z=15&iwloc=near&addr",N/D,N/D
HGSMF 12 LINARES,HOSPITAL,UNIDADES MEDICAS,"CALLE EMILIO CARRANZA Y NI—OS H…ROES S/N  LINARES, COL. LINARES CENTRO, LINARES, C.P. 67700, NUEVO LE”N","https://maps.google.com/maps?q=24.8629,-99.571&z=15&iwloc=near&addr",N/D,N/D
UMF 64 STA. CATARINA,CLÕNICA,UNIDADES MEDICAS,"AVENIDA MANUEL ORDO—EZ Y CALLE PEDRO GARFÕAS S/N  SANTA CATARINA, COL. CUMBRES DE SANTA CATARIINA, SANTA CATARINA, C.P. 66358, NUEVO LE”N","https://maps.google.com/maps?q=25.683,-100.486&z=15&iwloc=near&addr",N/D,N/D
UMF 52 SAN RAFAEL,CLÕNICA,UNIDADES MEDICAS,"CARRETERA CARRETERA 57 KM 180 S/N  SAN RAFAEL, COL. SAN RAFAEL, GALEANA, C.P. 67865, NUEVO LE”N","https://maps.google.com/maps?q=25.0304,-100.554&z=15&iwloc=near&addr",N/D,N/D
UMF 43 ESCOBEDO,CLÕNICA,UNIDADES MEDICAS,"CALLE CELESTINO GASCA Y GUANAJUATO S/N  CIUDAD GENERAL ESCOBEDO, COL. CELESTINO GASCA, GENERAL ESCOBEDO, C.P. 66055, NUEVO LE”N","https://maps.google.com/maps?q=25.7362,-100.271&z=15&iwloc=near&addr",N/D,N/D
UMF 42 EL CARMEN,CLÕNICA,UNIDADES MEDICAS,"CALLE VENUSTIANO CARRANZA 401  CARMEN, COL. EL CARMEN CENTRO, EL CARMEN, C.P. 66550, NUEVO LE”N","https://maps.google.com/maps?q=25.9349,-100.357&z=15&iwloc=near&addr",N/D,N/D
UMF 70 ZUAZUA,CLÕNICA,UNIDADES MEDICAS,"AVENIDA LA REFORMA S/N  GENERAL ZUAZU, COL. REAL DE PALMAS, GENERAL ZUAZUA, C.P. 65760, NUEVO LE”N","https://maps.google.com/maps?q=25.8957,-100.1705&z=15&iwloc=near&addr",N/D,N/D
HGO 23 MONTERREY,HOSPITAL,UNIDADES MEDICAS,"AVENIDA CONSTITUCI”N ESQ FELIX U G”MEZ S/N  MONTERREY, COL. OBRERA, MONTERREY, C.P. 64010, NUEVO LE”N","https://maps.google.com/maps?q=25.6694,-100.298&z=15&iwloc=near&addr",N/D,N/D
UMFR 1 MONTERREY,HOSPITAL,UNIDADES MEDICAS,"AVENIDA CONSTITUCI”N S/N  MONTERREY, COL. OBRERA, MONTERREY, C.P. 64010, NUEVO LE”N","https://maps.google.com/maps?q=25.6693,-100.298&z=15&iwloc=near&addr",N/D,N/D
HGZMF 2 MONTERREY,HOSPITAL,UNIDADES MEDICAS,"AVENIDA CONSTITUCION Y PROFESOER G. TORRES S/N  MONTERREY, COL. OBRERA, MONTERREY, C.P. 64010, NUEVO LE”N","https://maps.google.com/maps?q=25.6705,-100.296&z=15&iwloc=near&addr",N/D,N/D
